"","Pair","Ligand","Ligand.name","Receptor","Receptor.name"
"886","F10_itgb2","F10","coagulation factor X","Itgb2","integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"
"887","F11_gp1ba","F11","coagulation factor XI","Gp1ba","glycoprotein Ib (platelet), alpha polypeptide"
"888","F12_cd93","F12","coagulation factor XII (Hageman factor)","Cd93","CD93 molecule"
"889","F12_gp1ba","F12","coagulation factor XII (Hageman factor)","Gp1ba","glycoprotein Ib (platelet), alpha polypeptide"
"890","F13a1_itga4","F13a1","coagulation factor XIII, A1 polypeptide","Itga4","integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"
"891","F13a1_itga9","F13a1","coagulation factor XIII, A1 polypeptide","Itga9","integrin, alpha 9"
"892","F13a1_itgb1","F13a1","coagulation factor XIII, A1 polypeptide","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"893","F2_f2r","F2","coagulation factor II (thrombin)","F2r","coagulation factor II (thrombin) receptor"
"894","F2_f2rl1","F2","coagulation factor II (thrombin)","F2rl1","coagulation factor II (thrombin) receptor-like 1"
"895","F2_f2rl2","F2","coagulation factor II (thrombin)","F2rl2","coagulation factor II (thrombin) receptor-like 2"
"896","F2_f2rl3","F2","coagulation factor II (thrombin)","F2rl3","coagulation factor II (thrombin) receptor-like 3"
"897","F2_gp1ba","F2","coagulation factor II (thrombin)","Gp1ba","glycoprotein Ib (platelet), alpha polypeptide"
"898","F2_gp1bb","F2","coagulation factor II (thrombin)","Gp1bb","glycoprotein Ib (platelet), beta polypeptide"
"899","F2_gp9","F2","coagulation factor II (thrombin)","Gp9","glycoprotein IX (platelet)"
"900","F2_itga2b","F2","coagulation factor II (thrombin)","Itga2b","integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"
"901","F2_thbd","F2","coagulation factor II (thrombin)","Thbd","thrombomodulin"
"902","F7_f3","F7","coagulation factor VII (serum prothrombin conversion accelerator)","F3","coagulation factor III (thromboplastin, tissue factor)"
"903","F8_asgr2","F8","coagulation factor VIII, procoagulant component","Asgr2","asialoglycoprotein receptor 2"
"904","F8_ldlr","F8","coagulation factor VIII, procoagulant component","Ldlr","low density lipoprotein receptor"
"905","F8_lrp1","F8","coagulation factor VIII, procoagulant component","Lrp1","low density lipoprotein receptor-related protein 1"
"906","F9_lrp1","F9","coagulation factor IX","Lrp1","low density lipoprotein receptor-related protein 1"
"907","Farp2_plxna1","Farp2","FERM, RhoGEF and pleckstrin domain protein 2","Plxna1","plexin A1"
"908","Farp2_plxna2","Farp2","FERM, RhoGEF and pleckstrin domain protein 2","Plxna2","plexin A2"
"909","Farp2_plxna3","Farp2","FERM, RhoGEF and pleckstrin domain protein 2","Plxna3","plexin A3"
"910","Farp2_plxna4","Farp2","FERM, RhoGEF and pleckstrin domain protein 2","Plxna4","plexin A4"
"911","Faslg_fas","Faslg","Fas ligand (TNF superfamily, member 6)","Fas","Fas cell surface death receptor"
"912","Faslg_tnfrsf1a","Faslg","Fas ligand (TNF superfamily, member 6)","Tnfrsf1a","tumor necrosis factor receptor superfamily, member 1A"
"913","Faslg_tnfrsf6b","Faslg","Fas ligand (TNF superfamily, member 6)","Tnfrsf6b","tumor necrosis factor receptor superfamily, member 6b, decoy"
"914","Fat4_dchs1","Fat4","FAT atypical cadherin 4","Dchs1","dachsous cadherin-related 1"
"915","Fbln1_itgb1","Fbln1","fibulin 1","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"916","Fbln2_itgb3","Fbln2","fibulin 2","Itgb3","integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"
"917","Fbn1_itga5","Fbn1","fibrillin 1","Itga5","integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"
"918","Fbn1_itgav","Fbn1","fibrillin 1","Itgav","integrin, alpha V"
"919","Fbn1_itgb1","Fbn1","fibrillin 1","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"920","Fbn1_itgb3","Fbn1","fibrillin 1","Itgb3","integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"
"921","Fbn1_itgb6","Fbn1","fibrillin 1","Itgb6","integrin, beta 6"
"922","Fcn2_lrp1","Fcn2","ficolin (collagen/fibrinogen domain containing lectin) 2","Lrp1","low density lipoprotein receptor-related protein 1"
"923","Fga_cdh5","Fga","fibrinogen alpha chain","Cdh5","cadherin 5, type 2 (vascular endothelium)"
"924","Fga_itga2b","Fga","fibrinogen alpha chain","Itga2b","integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"
"925","Fga_itga5","Fga","fibrinogen alpha chain","Itga5","integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"
"926","Fga_itgad","Fga","fibrinogen alpha chain","Itgad","integrin, alpha D"
"927","Fga_itgam","Fga","fibrinogen alpha chain","Itgam","integrin, alpha M (complement component 3 receptor 3 subunit)"
"928","Fga_itgav","Fga","fibrinogen alpha chain","Itgav","integrin, alpha V"
"929","Fga_itgax","Fga","fibrinogen alpha chain","Itgax","integrin, alpha X (complement component 3 receptor 4 subunit)"
"930","Fga_itgb1","Fga","fibrinogen alpha chain","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"931","Fga_itgb2","Fga","fibrinogen alpha chain","Itgb2","integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"
"932","Fga_itgb3","Fga","fibrinogen alpha chain","Itgb3","integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"
"933","Fga_plaur","Fga","fibrinogen alpha chain","Plaur","plasminogen activator, urokinase receptor"
"934","Fgb_itga2b","Fgb","fibrinogen beta chain","Itga2b","integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"
"935","Fgb_itga5","Fgb","fibrinogen beta chain","Itga5","integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"
"936","Fgb_itgam","Fgb","fibrinogen beta chain","Itgam","integrin, alpha M (complement component 3 receptor 3 subunit)"
"937","Fgb_itgav","Fgb","fibrinogen beta chain","Itgav","integrin, alpha V"
"938","Fgb_itgb1","Fgb","fibrinogen beta chain","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"939","Fgb_itgb2","Fgb","fibrinogen beta chain","Itgb2","integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"
"940","Fgf10_fgfr1","Fgf10","fibroblast growth factor 10","Fgfr1","fibroblast growth factor receptor 1"
"941","Fgf10_fgfr2","Fgf10","fibroblast growth factor 10","Fgfr2","fibroblast growth factor receptor 2"
"942","Fgf10_fgfr3","Fgf10","fibroblast growth factor 10","Fgfr3","fibroblast growth factor receptor 3"
"943","Fgf10_fgfr4","Fgf10","fibroblast growth factor 10","Fgfr4","fibroblast growth factor receptor 4"
"944","Fgf11_fgfr1","Fgf11","fibroblast growth factor 11","Fgfr1","fibroblast growth factor receptor 1"
"945","Fgf11_fgfr2","Fgf11","fibroblast growth factor 11","Fgfr2","fibroblast growth factor receptor 2"
"946","Fgf11_fgfr3","Fgf11","fibroblast growth factor 11","Fgfr3","fibroblast growth factor receptor 3"
"947","Fgf11_fgfr4","Fgf11","fibroblast growth factor 11","Fgfr4","fibroblast growth factor receptor 4"
"948","Fgf12_fgfr1","Fgf12","fibroblast growth factor 12","Fgfr1","fibroblast growth factor receptor 1"
"949","Fgf12_fgfr2","Fgf12","fibroblast growth factor 12","Fgfr2","fibroblast growth factor receptor 2"
"950","Fgf12_fgfr3","Fgf12","fibroblast growth factor 12","Fgfr3","fibroblast growth factor receptor 3"
"951","Fgf12_fgfr4","Fgf12","fibroblast growth factor 12","Fgfr4","fibroblast growth factor receptor 4"
"952","Fgf13_egfr","Fgf13","fibroblast growth factor 13","Egfr","epidermal growth factor receptor"
"953","Fgf13_fgfr1","Fgf13","fibroblast growth factor 13","Fgfr1","fibroblast growth factor receptor 1"
"954","Fgf13_fgfr2","Fgf13","fibroblast growth factor 13","Fgfr2","fibroblast growth factor receptor 2"
"955","Fgf13_fgfr3","Fgf13","fibroblast growth factor 13","Fgfr3","fibroblast growth factor receptor 3"
"956","Fgf13_fgfr4","Fgf13","fibroblast growth factor 13","Fgfr4","fibroblast growth factor receptor 4"
"957","Fgf13_scn5a","Fgf13","fibroblast growth factor 13","Scn5a","sodium channel, voltage-gated, type V, alpha subunit"
"958","Fgf13_scn8a","Fgf13","fibroblast growth factor 13","Scn8a","sodium channel, voltage gated, type VIII, alpha subunit"
"959","Fgf14_fgfr1","Fgf14","fibroblast growth factor 14","Fgfr1","fibroblast growth factor receptor 1"
"960","Fgf14_fgfr2","Fgf14","fibroblast growth factor 14","Fgfr2","fibroblast growth factor receptor 2"
"961","Fgf14_fgfr3","Fgf14","fibroblast growth factor 14","Fgfr3","fibroblast growth factor receptor 3"
"962","Fgf14_fgfr4","Fgf14","fibroblast growth factor 14","Fgfr4","fibroblast growth factor receptor 4"
"963","Fgf16_fgfr1","Fgf16","fibroblast growth factor 16","Fgfr1","fibroblast growth factor receptor 1"
"964","Fgf16_fgfr2","Fgf16","fibroblast growth factor 16","Fgfr2","fibroblast growth factor receptor 2"
"965","Fgf16_fgfr3","Fgf16","fibroblast growth factor 16","Fgfr3","fibroblast growth factor receptor 3"
"966","Fgf16_fgfr4","Fgf16","fibroblast growth factor 16","Fgfr4","fibroblast growth factor receptor 4"
"967","Fgf17_fgfr1","Fgf17","fibroblast growth factor 17","Fgfr1","fibroblast growth factor receptor 1"
"968","Fgf17_fgfr2","Fgf17","fibroblast growth factor 17","Fgfr2","fibroblast growth factor receptor 2"
"969","Fgf17_fgfr3","Fgf17","fibroblast growth factor 17","Fgfr3","fibroblast growth factor receptor 3"
"970","Fgf17_fgfr4","Fgf17","fibroblast growth factor 17","Fgfr4","fibroblast growth factor receptor 4"
"971","Fgf18_fgfr1","Fgf18","fibroblast growth factor 18","Fgfr1","fibroblast growth factor receptor 1"
"972","Fgf18_fgfr2","Fgf18","fibroblast growth factor 18","Fgfr2","fibroblast growth factor receptor 2"
"973","Fgf18_fgfr3","Fgf18","fibroblast growth factor 18","Fgfr3","fibroblast growth factor receptor 3"
"974","Fgf18_fgfr4","Fgf18","fibroblast growth factor 18","Fgfr4","fibroblast growth factor receptor 4"
"975","Fgf19_fgfr1","Fgf19","fibroblast growth factor 19","Fgfr1","fibroblast growth factor receptor 1"
"976","Fgf19_fgfr2","Fgf19","fibroblast growth factor 19","Fgfr2","fibroblast growth factor receptor 2"
"977","Fgf19_fgfr3","Fgf19","fibroblast growth factor 19","Fgfr3","fibroblast growth factor receptor 3"
"978","Fgf19_fgfr4","Fgf19","fibroblast growth factor 19","Fgfr4","fibroblast growth factor receptor 4"
"979","Fgf19_klb","Fgf19","fibroblast growth factor 19","Klb","klotho beta"
"980","Fgf1_cd44","Fgf1","fibroblast growth factor 1 (acidic)","Cd44","CD44 molecule (Indian blood group)"
"981","Fgf1_egfr","Fgf1","fibroblast growth factor 1 (acidic)","Egfr","epidermal growth factor receptor"
"982","Fgf1_fgfr1","Fgf1","fibroblast growth factor 1 (acidic)","Fgfr1","fibroblast growth factor receptor 1"
"983","Fgf1_fgfr2","Fgf1","fibroblast growth factor 1 (acidic)","Fgfr2","fibroblast growth factor receptor 2"
"984","Fgf1_fgfr3","Fgf1","fibroblast growth factor 1 (acidic)","Fgfr3","fibroblast growth factor receptor 3"
"985","Fgf1_fgfr4","Fgf1","fibroblast growth factor 1 (acidic)","Fgfr4","fibroblast growth factor receptor 4"
"986","Fgf1_fgfrl1","Fgf1","fibroblast growth factor 1 (acidic)","Fgfrl1","fibroblast growth factor receptor-like 1"
"987","Fgf1_nrp1","Fgf1","fibroblast growth factor 1 (acidic)","Nrp1","neuropilin 1"
"988","Fgf20_fgfr4","Fgf20","fibroblast growth factor 20","Fgfr4","fibroblast growth factor receptor 4"
"989","Fgf21_fgfr2","Fgf21","fibroblast growth factor 21","Fgfr2","fibroblast growth factor receptor 2"
"990","Fgf21_fgfr4","Fgf21","fibroblast growth factor 21","Fgfr4","fibroblast growth factor receptor 4"
"991","Fgf22_fgfr2","Fgf22","fibroblast growth factor 22","Fgfr2","fibroblast growth factor receptor 2"
"992","Fgf23_fgfr1","Fgf23","fibroblast growth factor 23","Fgfr1","fibroblast growth factor receptor 1"
"993","Fgf23_fgfr2","Fgf23","fibroblast growth factor 23","Fgfr2","fibroblast growth factor receptor 2"
"994","Fgf23_fgfr3","Fgf23","fibroblast growth factor 23","Fgfr3","fibroblast growth factor receptor 3"
"995","Fgf23_fgfr4","Fgf23","fibroblast growth factor 23","Fgfr4","fibroblast growth factor receptor 4"
"996","Fgf23_phex","Fgf23","fibroblast growth factor 23","Phex","phosphate regulating endopeptidase homolog, X-linked"
"997","Fgf2_cd44","Fgf2","fibroblast growth factor 2 (basic)","Cd44","CD44 molecule (Indian blood group)"
"998","Fgf2_fgfr1","Fgf2","fibroblast growth factor 2 (basic)","Fgfr1","fibroblast growth factor receptor 1"
"999","Fgf2_fgfr2","Fgf2","fibroblast growth factor 2 (basic)","Fgfr2","fibroblast growth factor receptor 2"
"1000","Fgf2_fgfr3","Fgf2","fibroblast growth factor 2 (basic)","Fgfr3","fibroblast growth factor receptor 3"
"1001","Fgf2_fgfr4","Fgf2","fibroblast growth factor 2 (basic)","Fgfr4","fibroblast growth factor receptor 4"
"1002","Fgf2_fgfrl1","Fgf2","fibroblast growth factor 2 (basic)","Fgfrl1","fibroblast growth factor receptor-like 1"
"1003","Fgf2_gpc4","Fgf2","fibroblast growth factor 2 (basic)","Gpc4","glypican 4"
"1004","Fgf2_nrp1","Fgf2","fibroblast growth factor 2 (basic)","Nrp1","neuropilin 1"
"1005","Fgf2_sdc1","Fgf2","fibroblast growth factor 2 (basic)","Sdc1","syndecan 1"
"1006","Fgf2_sdc2","Fgf2","fibroblast growth factor 2 (basic)","Sdc2","syndecan 2"
"1007","Fgf2_sdc3","Fgf2","fibroblast growth factor 2 (basic)","Sdc3","syndecan 3"
"1008","Fgf2_sdc4","Fgf2","fibroblast growth factor 2 (basic)","Sdc4","syndecan 4"
"1009","Fgf3_fgfr1","Fgf3","fibroblast growth factor 3","Fgfr1","fibroblast growth factor receptor 1"
"1010","Fgf3_fgfr2","Fgf3","fibroblast growth factor 3","Fgfr2","fibroblast growth factor receptor 2"
"1011","Fgf3_fgfr3","Fgf3","fibroblast growth factor 3","Fgfr3","fibroblast growth factor receptor 3"
"1012","Fgf3_fgfr4","Fgf3","fibroblast growth factor 3","Fgfr4","fibroblast growth factor receptor 4"
"1013","Fgf4_fgfr1","Fgf4","fibroblast growth factor 4","Fgfr1","fibroblast growth factor receptor 1"
"1014","Fgf4_fgfr2","Fgf4","fibroblast growth factor 4","Fgfr2","fibroblast growth factor receptor 2"
"1015","Fgf4_fgfr3","Fgf4","fibroblast growth factor 4","Fgfr3","fibroblast growth factor receptor 3"
"1016","Fgf4_fgfr4","Fgf4","fibroblast growth factor 4","Fgfr4","fibroblast growth factor receptor 4"
"1017","Fgf4_nrp1","Fgf4","fibroblast growth factor 4","Nrp1","neuropilin 1"
"1018","Fgf5_fgfr1","Fgf5","fibroblast growth factor 5","Fgfr1","fibroblast growth factor receptor 1"
"1019","Fgf5_fgfr2","Fgf5","fibroblast growth factor 5","Fgfr2","fibroblast growth factor receptor 2"
"1020","Fgf5_fgfr3","Fgf5","fibroblast growth factor 5","Fgfr3","fibroblast growth factor receptor 3"
"1021","Fgf5_fgfr4","Fgf5","fibroblast growth factor 5","Fgfr4","fibroblast growth factor receptor 4"
"1022","Fgf6_fgfr1","Fgf6","fibroblast growth factor 6","Fgfr1","fibroblast growth factor receptor 1"
"1023","Fgf6_fgfr2","Fgf6","fibroblast growth factor 6","Fgfr2","fibroblast growth factor receptor 2"
"1024","Fgf6_fgfr3","Fgf6","fibroblast growth factor 6","Fgfr3","fibroblast growth factor receptor 3"
"1025","Fgf6_fgfr4","Fgf6","fibroblast growth factor 6","Fgfr4","fibroblast growth factor receptor 4"
"1026","Fgf6_sdc4","Fgf6","fibroblast growth factor 6","Sdc4","syndecan 4"
"1027","Fgf7_fgfr1","Fgf7","fibroblast growth factor 7","Fgfr1","fibroblast growth factor receptor 1"
"1028","Fgf7_fgfr2","Fgf7","fibroblast growth factor 7","Fgfr2","fibroblast growth factor receptor 2"
"1029","Fgf7_fgfr3","Fgf7","fibroblast growth factor 7","Fgfr3","fibroblast growth factor receptor 3"
"1030","Fgf7_fgfr4","Fgf7","fibroblast growth factor 7","Fgfr4","fibroblast growth factor receptor 4"
"1031","Fgf7_nrp1","Fgf7","fibroblast growth factor 7","Nrp1","neuropilin 1"
"1032","Fgf8_fgfr1","Fgf8","fibroblast growth factor 8 (androgen-induced)","Fgfr1","fibroblast growth factor receptor 1"
"1033","Fgf8_fgfr2","Fgf8","fibroblast growth factor 8 (androgen-induced)","Fgfr2","fibroblast growth factor receptor 2"
"1034","Fgf8_fgfr3","Fgf8","fibroblast growth factor 8 (androgen-induced)","Fgfr3","fibroblast growth factor receptor 3"
"1035","Fgf8_fgfr4","Fgf8","fibroblast growth factor 8 (androgen-induced)","Fgfr4","fibroblast growth factor receptor 4"
"1036","Fgf9_fgfr1","Fgf9","fibroblast growth factor 9","Fgfr1","fibroblast growth factor receptor 1"
"1037","Fgf9_fgfr2","Fgf9","fibroblast growth factor 9","Fgfr2","fibroblast growth factor receptor 2"
"1038","Fgf9_fgfr3","Fgf9","fibroblast growth factor 9","Fgfr3","fibroblast growth factor receptor 3"
"1039","Fgf9_fgfr4","Fgf9","fibroblast growth factor 9","Fgfr4","fibroblast growth factor receptor 4"
"1040","Fgg_itga2b","Fgg","fibrinogen gamma chain","Itga2b","integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"
"1041","Fgg_itga5","Fgg","fibrinogen gamma chain","Itga5","integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"
"1042","Fgg_itgav","Fgg","fibrinogen gamma chain","Itgav","integrin, alpha V"
"1043","Fgg_itgb1","Fgg","fibrinogen gamma chain","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"1044","Fgg_itgb2","Fgg","fibrinogen gamma chain","Itgb2","integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)"
"1045","Fgl1_egfr","Fgl1","fibrinogen-like 1","Egfr","epidermal growth factor receptor"
"1046","Figf_flt1","Figf","c-fos induced growth factor (vascular endothelial growth factor D)","Flt1","fms-related tyrosine kinase 1"
"1047","Figf_flt4","Figf","c-fos induced growth factor (vascular endothelial growth factor D)","Flt4","fms-related tyrosine kinase 4"
"1048","Figf_itga1","Figf","c-fos induced growth factor (vascular endothelial growth factor D)","Itga1","integrin, alpha 1"
"1049","Figf_itga2","Figf","c-fos induced growth factor (vascular endothelial growth factor D)","Itga2","integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"
"1050","Figf_itga4","Figf","c-fos induced growth factor (vascular endothelial growth factor D)","Itga4","integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"
"1051","Figf_itga5","Figf","c-fos induced growth factor (vascular endothelial growth factor D)","Itga5","integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"
"1052","Figf_itga9","Figf","c-fos induced growth factor (vascular endothelial growth factor D)","Itga9","integrin, alpha 9"
"1053","Figf_itgb1","Figf","c-fos induced growth factor (vascular endothelial growth factor D)","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)"
"1054","Figf_kdr","Figf","c-fos induced growth factor (vascular endothelial growth factor D)","Kdr","kinase insert domain receptor (a type III receptor tyrosine kinase)"
"1055","Figf_nrp2","Figf","c-fos induced growth factor (vascular endothelial growth factor D)","Nrp2","neuropilin 2"
"1056","Flt3lg_flt3","Flt3lg","fms-related tyrosine kinase 3 ligand","Flt3","fms-related tyrosine kinase 3"
"1057","Fn1_c5ar1","Fn1","fibronectin 1","C5ar1","complement component 5a receptor 1"
"1058","Fn1_cd44","Fn1","fibronectin 1","Cd44","CD44 molecule (Indian blood group)"
"1059","Fn1_cd79a","Fn1","fibronectin 1","Cd79a","CD79a molecule, immunoglobulin-associated alpha"
"1060","Fn1_col13a1","Fn1","fibronectin 1","Col13a1","collagen, type XIII, alpha 1"
"1061","Fn1_flt4","Fn1","fibronectin 1","Flt4","fms-related tyrosine kinase 4"
"1062","Fn1_il17rc","Fn1","fibronectin 1","Il17rc","interleukin 17 receptor C"
"1063","Fn1_itga2","Fn1","fibronectin 1","Itga2","integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)"
"1064","Fn1_itga2b","Fn1","fibronectin 1","Itga2b","integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)"
"1065","Fn1_itga3","Fn1","fibronectin 1","Itga3","integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)"
"1066","Fn1_itga4","Fn1","fibronectin 1","Itga4","integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)"
"1067","Fn1_itga5","Fn1","fibronectin 1","Itga5","integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"
"1068","Fn1_itga6","Fn1","fibronectin 1","Itga6","integrin, alpha 6"
"1069","Fn1_itga8","Fn1","fibronectin 1","Itga8","integrin, alpha 8"
"1070","Fn1_itga9","Fn1","fibronectin 1","Itga9","integrin, alpha 9"
